"School","City","Perioxi","Category","Subcategory","Organization","Facebook","Website","Logo","Address","TK","Phone","email","Courses","Place","Rensponsible","Description","Verified","mobile","type","toPublish","UID","id","about","page_token","link","description","checkins","category","website","UID","picture","cover","emails","phone","street","longitude","latitude","located_in"
"Meikonikan Dojo","Αθήνα","ΑΓ. ΔΗΜΗΤΡΙΟΣ-main","Πολεμικές τέχνες","Aikido",,"https://el-gr.facebook.com/Meikonkan-Dojo-A%CE%A3-%CE%A5%CF%80%CE%B5%CF%81%CE%B9%CF%89%CE%BD-%CE%A0%CE%B1%CE%BB%CE%B1%CE%B9%CE%BF%CF%8D-%CE%A6%CE%B1%CE%BB%CE%AE%CF%81%CE%BF%CF%85-336892476431945/","http://www.meikonkan.gr/",,,,,,,,,,,,,,"558","336892476431945","SHITORYU KARATE Παιδιών - Ενηλίκων , Αυτοάμυνα , Krav Maga","Meikonkan-Dojo-AΣ-Υπεριων-Παλαιού-Φαλήρου-336892476431945","https://www.facebook.com/Meikonkan-Dojo-AΣ-Υπεριων-Παλαιού-Φαλήρου-336892476431945/",,"13","Stadium, Arena & Sports Venue","http://www.shitoryu.gr","558","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/13346731_971817556272764_7572149993277033337_n.png?oh=389c7cb9ead223de594a5033f5d26e04&oe=5B37A5DA","https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13346850_971817672939419_1722148700577418066_n.jpg?oh=c6ed287ab548ace84c3afaa0a5f2bf23&oe=5B4D3E8F","meikonkan@hotmail.com","2103001389","Λεωφόρος Αγίας Βαρβάρας 102","23.719643354416","37.923262333738",
"Aikido Training Center","Αθήνα","ΑΓ. ΔΗΜΗΤΡΙΟΣ-main","Πολεμικές τέχνες","Aikido",,"https://el-gr.facebook.com/AikidoTrainingCenterVeskos/","http://aikidotrainingcenter.gr/",,,,,,,,,,,,,,"557","675785235773868","Σχολή Πολεμικών Τεχνών που διδάσκονται οι Ιαπωνικές τέχνες του Aikido και του Iaido. Επίσης παραδίδονται μαθήματα αυτοάμυνας και Fitness Time","AikidoTrainingCenterVeskos","https://www.facebook.com/AikidoTrainingCenterVeskos/",,"113","Martial Arts School","http://www.aikidotrainingcenter.gr","557","https://scontent.xx.fbcdn.net/v/t1.0-1/c13.0.50.50/p50x50/1390561_675788239106901_644475215_n.jpg?oh=8c14c8c8f38b3f24d53955e9a19ea979&oe=5B0A7272","https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/10635907_832680003417723_834658675253281139_n.jpg?oh=b1f600d0432c697d2c5bd399207110f5&oe=5B44D3F8",,"6945367300","Μεγαλουπόλεως 9, Αγ. Δημήτριος","23.7393","37.93816",
"ΑΟ ΠΕΥΚΗΣ","ΑΘΗΝΑ","ΠΕΥΚΗ","Αθλητισμός","Στίβος",,"https://www.facebook.com/%CE%91%CE%BD%CE%B1%CE%B3%CE%B5%CE%BD%CE%BD%CE%B7%CF%83%CE%B7-%CE%A0%CE%B5%CF%85%CE%BA%CE%B7%CF%82-144472962675934/","http://www.anagenisi-pefkis.gr/",,"Λ.ΔΗΜΟΚΡΑΤΙΑΣ ΠΛΑΤΩΝΟΣ","15121","210 8020 63",,,,,,,,,,"1615","144472962675934","Σύλλογος στίβου , Αναγέννηση Πεύκης. Έτος ίδρυσης 2016","Αναγεννηση-Πευκης-144472962675934","https://www.facebook.com/Αναγεννηση-Πευκης-144472962675934/","Το αθλητικό σωματείο «Αναγέννηση Πεύκης Γυμναστικός Σύλλογος» ιδρύθηκε το 2016. Μια πολύ μεγάλη ομάδα γονέων λοιπόν, την άνοιξη του 2016, πήρε απόφαση να προσφέρει κάτι διαφορετικό στον τρόπο διοίκησης και λειτουργίας των αθλητικών σωματείων και να προσδώσει μια νέα και σύγχρονη αντίληψη στις σχέσεις μεταξύ σωματείου/προπονητή και παιδιού/οικογένειας. Σκοπός λοιπόν του νέου σωματείου δεν είναι μόνο να καλλιεργεί στους νέους της περιοχής την άμιλλα και το «ευ αγωνίζεσθαι», αλλά και να διαμορφώσει καθοριστικά την ομαλή ψυχοσωματική μετάβαση των μικρών παιδιών από την νηπιακή ηλικία μέχρι πέρα και από την ενηλικίωση. Ταυτόχρονα προσφέρει λύσεις προπόνησης επιπέδου πρωταθλητισμού σε όσα παιδιά της ευρύτερης περιοχής έχουν δυνατότητες και διάθεση να γευτούν τον πρωταθλητισμό και τις αγωνιστικές διακρίσεις μέσα από την ποικιλία των αγωνισμάτων του κλασικού αθλητισμού. Τα παραπάνω επιτυγχάνονται με καταρτισμένους προπονητές που εφαρμόζουν την καταλληλότερη παιδαγωγική διαδικασία αλλά γνωρίζουν και άριστα τα μυστικά του στίβου. Ακόμα, η «Αναγέννηση Πεύκης» – της οποίας η εκλεγείσα διοίκηση αποτελείται μόνο από γονείς αθλητών – στοχεύει μέσω τακτικών αγωνιστικών εκδηλώσεων αλλά και συχνών πολιτιστικών δράσεων να ενισχύσει τον ρόλο του σωματείου ως καταλύτη στην ενδυνάμωση των σχέσεων όλης της οικογένειας του συλλόγου (αθλητές, οικογένειες αθλητών, προπονητές, διοίκηση), αλλά και να αποδείξει την τεράστια δυναμική που κρύβει ο αθλητισμός, και δη ο στίβος, σε μια τοπική κοινωνία. ","0","Sports Team","http://www.anagenisi-pefkis.gr","1615","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/18119259_286752881781274_4685675295324538660_n.jpg?oh=49c3ceb4ad84d347d0ed3090003dd581&oe=5B06FA37","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/15129532_199712660485297_1254064119490919733_o.jpg?oh=03b40664ceef89607dfe57e481cf183a&oe=5B4D685B","info@anagenisi-pefkis.gr",,"Δημοτικό Στάδιο Πεύκης",,,
"Martial Arts Foundation (AWA member)","Αθήνα","Ν. ΨΥΧΙΚΟ","Πολεμικές τέχνες","Aikido",,"https://el-gr.facebook.com/MartialArtsFoundation/","http://www.ma-foundation.gr/",,,,,,,,,,,,,,"1342","132420043581525","Aikido, Ju-Jitsu and Self Defense Training","MartialArtsFoundation","https://www.facebook.com/MartialArtsFoundation/","To Martial Arts Foundation έχει ξεκινήσει τη λειτουργία του από το Νοέμβριο του 2012 σαν σχολή που δραστηριοποιείται στον χώρο των Παραδοσιακών Πολεμικών Τεχνών και της σύγχρονης αυτοάμυνας. Περιλαμβάνει τμήματα Aikido, Yoga, όπως επίσης και ειδικά ολιγομελή τμήματα αυτοάμυνας. Για περισσότερες λεπτομέρειες για τα τμήματα και το πρόγραμμα μαθημάτων μπορείτε να επισκεφτείτε την ιστοσελίδα μας www.ma-foundation.gr ή να τηλεφωνήσετε στο 690-7479204.","72","Martial Arts School","http://www.ma-foundation.gr","1342","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/15826458_781735408649982_8210791217446483158_n.png?oh=bbd3c0eb15390297c55e39032557c6e8&oe=5AFFCB65","https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15894925_781823958641127_8338203491090976137_n.png?oh=645a278d7b8f4707e855b68f06b4c11e&oe=5B055ED4","hfoundationma@gmail.com","306907479204","Λεώφ. Μεσογείων 259","23.790624241962","38.002553120708",
"Athens Aikido Society","Αθήνα","ΒΥΡΩΝΑΣ-main","Πολεμικές τέχνες","Aikido",,"https://el-gr.facebook.com/AthensAikidoSociety/","http://athensaikidosociety.gr",,,,,,,,,,,,,,"810","512780935417126","Athens Aikido Society is the oldest Aikido dojo in Greece. ","AthensAikidoSociety","https://www.facebook.com/AthensAikidoSociety/","Athens Aikido Society is the oldest Aikido dojo in Greece. It was founded by students of the aikido section of the National Technical University of Athens which was created in 1976-1977 by Costas Politis (the first official Aikido teacher in Greece) and by members of the Kareas Aikido dojo which operates continiously since 1981. In 2012 the society has changed its name to ""Athenian Budo Society"" and its aims are the study and dissemination of traditional Japanese martial arts.","2","Stadium, Arena & Sports Venue","http://www.athensaikidosociety.gr","810","https://scontent.xx.fbcdn.net/v/t1.0-1/c23.123.290.290/s50x50/71457_520631207965432_1477475377_n.png?oh=bbb2144b1f7cf6755ba0150a5515a9be&oe=5B49703B","https://scontent.xx.fbcdn.net/v/t1.0-9/17861526_1644442032251005_3836281225833639766_n.jpg?oh=48b8e171c654fb5c7ca70b302d87ca0c&oe=5B35B778","info@athensaikidosociety.gr","2155517165","Leoforos Agiou Ioannou Karea & 25Is Martiou","23.76903","37.94903",
"Athens Bushido Center (UAD member)","Αθήνα","Κουκάκι","Πολεμικές τέχνες","Aikido",,"https://el-gr.facebook.com/Athens.Bushido.Center/","http://aikidobushidocenter.gr/",,,,,,,,,,,,,,"1192","147499855945","Σχολή πολεμικών τεχνων Aikido- Tai chi Μετρο σταση Φιξ 80μ -Τουσα Μποτσαρη 11 ","Athens.Bushido.Center","https://www.facebook.com/Athens.Bushido.Center/","ΚΕΝΤΡΟ ΠΟΛΕΜΙΚΩΝ ΤΕΧΝΩΝ ΔΙΔΑΣΚΟΝΤΑΙ ΑΙΚΙΝΤΟ ,ΤΑΙ ΤΣΙ ΤΣΟΥΑΝ . ΕΠΕΙΔΗ ΔΕΝ ΘΕΛΟΥΜΕ ΝΑ ΠΛΗΡΩΣΕΤΕ ΓΙΑ ΝΑ ΜΑΘΕΤΕ ΑΝ ΣΑΣ ΤΑΙΡΙΑΖΟΥΝ ΟΙ ΠΟΛΕΜΙΚΕΣ ΤΕΧΝΕΣ , ΣΑΣ ΠΡΟΣΦΕΡΟΥΜΕ 1 ΕΒΔΟΜΑΔΑ ΔΩΡΕΑΝ ΔΟΚΙΜΗ ΣΕ ΟΠΟΙOΔΗΠΟΤΕ ΤΜΗΜΑ ΤΟΥ ATHENS BUSHIDO CENTER !!!","878","Martial Arts School","www.aikidobushidocenter.gr","1192","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/14224862_10153671215030946_6911019735649367020_n.jpg?oh=b91824ecddff792f66cbc1b920bff2bc&oe=5B47535B","https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/28685013_10155031488805946_5107787970332668554_n.jpg?oh=b180066d3cfcfd862331455b0cf159c2&oe=5B06901C","athensbushidocenter@gmail.com","6973381917","Tousa botsari 11 koukaki","23.724036499883","37.964953246683",
"ΕΜΠ Dojo","Αθήνα","ΕΜΠ","Πολεμικές τέχνες","Aikido",,"https://el-gr.facebook.com/AikidoEMP/",,,,,,,,,,,,,,,"923","219629151440449","Γραμματεία Νέου Γυμναστηρίου ΕΜΠ","AikidoEMP","https://www.facebook.com/AikidoEMP/",,"0","Amateur Sports Team","www.ntua.gr/aikido","923","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/11037050_906499426086748_2111002091233145774_n.png?oh=455c3391628aeef3f48287deb338a85d&oe=5B040654","https://scontent.xx.fbcdn.net/v/t31.0-0/p180x540/471527_290701977666499_1407944869_o.jpg?oh=18cd993840d6d63c383dfaa24bba19d0&oe=5B3E6BA0","astrapojohn13@yahoo.gr","2107721384","Νεο Γυμναστήριο Ε.Μ.Π",,,
"Monastiraki Dojo","Αθήνα","Μοναστηράκι","Πολεμικές τέχνες","Aikido",,"https://el-gr.facebook.com/MonastirakiDojo/","http://www.monastirakidojo.com/",,"Protogenous 1, Athina 105 54, Greece",,"697 211 2656",,,,,,,,,,"1315","158951337527176","Aikido","MonastirakiDojo","https://www.facebook.com/MonastirakiDojo/","Σχολή aikido στο Μοναστηράκι. Το aikido είναι Ιαπωνική πολεμική τέχνη άμυνας, αρμονίας και ισορροπίας.","440","Personal Trainer","http://www.monastirakidojo.com","1315","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/1506777_739486292807008_1080123027883731875_n.jpg?oh=4adf2d542ac7252a434e7c7b71a9a615&oe=5B4C7A5C","https://scontent.xx.fbcdn.net/v/t1.0-9/11233522_821874337901536_4859612495591526967_n.jpg?oh=aa35b13e88d82350035e52f05726c3b5&oe=5B37E1BF","yvasilakos@gmail.com","6972 112656","Athinas & Protogenous 1","23.7261391","37.9767189",
"Α.Σ. ΩΡΙΩΝΑΣ","Αθήνα","Παγκράτι","Πολεμικές τέχνες","Aikido",,"https://www.facebook.com/%CE%A9%CF%81%CE%AF%CF%89%CE%BD%CE%B1%CF%82-%CE%91%CE%A3-%CE%A0%CE%BF%CE%BB%CE%B5%CE%BC%CE%B9%CE%BA%CF%8E%CE%BD-%CE%A4%CE%B5%CF%87%CE%BD%CF%8E%CE%BD-416727285139598/",,,,,,,,,,,,,"Αθλητικός Σύλλογος",,"1483","416727285139598","AIKIDO ΠΥΓΜΑΧΙΑ KRAV MAGA SELF DEFENSE KETTLEBELL X-TRAINING ΕΝΔΥΝΑΜΩΣΗ-ΑΝΑΠΤΥΞΗ-ΑΠΟΚΑΤΑΣΤΑΣΗ","Ωρίωνας-ΑΣ-Πολεμικών-Τεχνών-416727285139598","https://www.facebook.com/Ωρίωνας-ΑΣ-Πολεμικών-Τεχνών-416727285139598/",,"380","Stadium, Arena & Sports Venue",,"1483","https://scontent.xx.fbcdn.net/v/t1.0-1/c0.0.50.50/p50x50/11873437_748774301934893_2327533107640505729_n.jpg?oh=307a58ba0385ec4b346be495d3639ed5&oe=5B412043","https://scontent.xx.fbcdn.net/v/t31.0-0/p180x540/27798106_1343409542471363_5434806523413784647_o.jpg?oh=5e748d4aaac44103d8536544bc9efdac&oe=5B09012C","wriwn@yahoo.gr","6975653883, 6943674453","Β.ΛΑΣΚΟΥ 37","23.75174","37.96498",
"ΑΘΛΗΤΙΚΟΣ ΟΜΙΛΟΣ ΑΝΤΙΣΦΑΙΡΙΣΗΣ ΠΑΠΑΓΟΥ","Αθήνα",,"Αθλητισμός","TENNIS",,"https://www.facebook.com/aoaptennisclub","http://www.aoap.gr/","1524698_631255583601856_716262540_n.png",,,,,,,,,,,,,"160","155730624487690",,"aoaptennisclub","https://www.facebook.com/aoaptennisclub/",,"0","Stadium, Arena & Sports Venue","http://www.aoap.gr","160","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/1479467_621465714580843_2018222460_n.png?oh=6744f38a22be6d279799a2e56d2405f8&oe=5B3E308A","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/13913687_1132636993463710_9202711198101978019_o.jpg?oh=1f1b9d9d05068b540f27c989d7611304&oe=5B46AB0D","info@aoap.gr","210-6516403","ΑΝΑΣΤΑΣΕΩΣ - (ΠΡΙΝ ΤΗΝ ΕΞΟΔΟ ΓΙΑ ΑΤΤΙΚΗ ΟΔΟ)",,,
"ΝΑΥΤΙΚΟΣ ΑΘΛΗΤΙΚΟΣ ΟΜΙΛΟΣ ΑΡΙΩΝ ΓΛΥΦΑΔΑΣ","Αθήνα","Γλυφάδα","Αθλητισμός","Κολύμβηση",,"https://www.facebook.com/ArionGlyfada/","http://www.arionglyfadas.gr/",,"Μεταξά 39",,"(210) 8940514",,,,,,,,,,"870","209156332551278",,"ArionGlyfada","https://www.facebook.com/ArionGlyfada/","Ο ΑΡΙΩΝ ιδρύθηκε το 1981. Αριθμούσε τότε μόλις 30 μέλη και το έμψυχο υλικό του, ήταν καμιά 20αρια «κολυμβητές» και «κολυμβήτριες» 6-10 ετών. Στα πρώτα 5-6 χρόνια της ζωής του, τα μέλη του μετά βίας ξεπερνούν τα 150 με δύο τμήματα, την κολύμβηση και την τοξοβολία. Ήταν ένας όμιλος «οικογενειακός» και φιλικός. Ανάμεσα στα μέλη, υπήρχε ένα πνεύμα συνεργασίας και ένας αξιοζήλευτος δεσμός φιλίας, αγάπης και φροντίδας για τον Όμιλο. Το 1989 ιδρύθηκε το 3ο τμήμα, η Υδατοσφαίριση. Ακολούθησε το 1991 η Συγχρονισμένη Κολύμβηση και το 1992, οι Καταδύσεις. Όλα τα τμήματα ξεκίνησαν από τη βάση. Δηλαδή, με παιδιά ηλικίας 5-8 ετών. Βασική αρχή του Συλλόγου, η άνοδος με κεντρικό πυρήνα παιδιά μεγαλωμένα με την νοοτροπία του ΑΡΙΩΝΑ. Δηλαδή τη γνήσια νοοτροπία του ερασιτεχνικού αθλητισμού, που δεν είναι προνόμιο αλλά δικαίωμα όλων. Έμπρακτα αποδείχτηκε η νοοτροπία αυτή το 1993, όταν ο ΑΡΙΩΝ ίδρυσε στα πλαίσια του διεθνούς προγράμματος Special Olympics το τμήμα «Ειδικής Κολύμβησης», για παιδιά με νοητική υστέρηση. Αρωγός στην προσπάθεια του, το ίδρυμα ΝΙΚΟΣ ΒΑΡΔΙΝΟΓΙΑΝΝΗΣ που ίδρυσαν η Ιωάννα και ο Πύρρος Βαρδινογιάννης. Το δραστήριο Γλυφαδιώτικο σωματείο την περίοδο 1996-1997 έφθασε στην κορυφή της ελληνικής κολύμβησης, με την ολιγομελέστερη και νεότερη ομάδα όλων των εποχών. Κατέκτησε το κύπελλο Ελλάδας το 1996, την 2η θέση στο πρωτάθλημα ανδρών-γυναικών (OPEN) το 1997 καθώς και το πρωτάθλημα Εφήβων το 1997, ενώ υπήρξε βασικός αιμοδότης των εθνικών ομάδων. Σήμερα ο ΑΡΙΩΝ αριθμεί πολλές εκατοντάδες μέλη και πρωταγωνιστεί στα αθλήματα της πισίνας. Ο χαρακτηρισμός της ομάδας από φίλους και αντιπάλους είναι ως «ο σύλλογος μοντέλο». Ιστορικά, η μέριμνα για τα προβλήματα των αθλητών, η στοργή με την οποία περιβάλλονται από την εκάστοτε διοίκηση, έφεραν τον ΑΡΙΩΝΑ πρώτο στην επιλογή των πρωταθλητών. Η συνεργασία με τον Γιάννη Βλάχο, έναν από τους πιο έμπειρους και καταξιωμένους προπονητές στην Ελλάδα, με πολύχρονη πείρα και επιτυχίες στην προετοιμασία πρωταθλητών, την Ολυμπιονίκη Γεωργία Ελληνάκη που προπονεί τη νεοσυσταθείσα ομάδα πόλο και την Ιουλία Παπαθεοδοσίου, την καλύτερη προπονήτρια συγχρονισμένης κολύμβησης σήμερα βελτιώνουν καθημερινά την φυσική κατάσταση και τις ικανότητες των αθλητών μας και εγγυώνται το μέλλον της ομάδας. ","9","Amateur Sports Team","http://www.arionglyfadas.gr/","870","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/16712057_958658070934430_678149055214550890_n.jpg?oh=fe3f5adb959e23066238e63232e79ca1&oe=5B3E8869","https://scontent.xx.fbcdn.net/v/t1.0-0/p480x480/16684232_958653310934906_3143921533458660998_n.jpg?oh=ca5ec7693a550da23dad15fea33e8c05&oe=5B38D03F","arionglyfadas@gmail.com","210-8940514","ΕΜΠΟΡΙΚΟ ΚΕΝΤΡΟ PLAZA, ΑΓΓ.ΜΕΤΑΞΑ 39 (1ος όροφος)","23.754501342773","37.860082246412",
