School,City,Perioxi,Category,Subcategory,Organization,Facebook,Website,Logo,Address,TK,Phone,email,Courses,Place,Rensponsible,Description,Verified,map block field,έτος ίδρυσης,data origin,mobile,Eidos
Enforma Gym,Θεσσαλονίκη,Κέντρο,Αθλητισμός,Ποδόσφαιρο,ΧΑΝΘ,,,,,,,,"Ηandball,PIVOT 2002-03-04,REBOUND 2005",ΧΑΝΘ,,,,,,,,
Social Arenas Melissia,Θεσσαλονίκη,Κέντρο,Αθλητισμός,Κολύμβηση,ΟΦΘ,,,,,,2310 83 1333,info@ofth.gr,"Κολύμβηση ΟΦΘ,Κολύμβηση ΟΦΘ,Κολύμβηση ΟΦΘ,Κολύμβηση ΟΦΘ,Κωπηλασία ΟΦΘ",Όμιλος Φίλων Θαλάσσης,Βίκυ Αυγέρη,,,,,,,
Α.Σ.Γ.Α. ΠΑΜΜΑΧΟΝ - Α.Σ. POWER CENTER,Θεσσαλονίκη,Κέντρο,Αθλητισμός,Volley,"ΧΑΝΘ,ΧΡΙΣΤΙΑΝΙΚΗ ΑΔΕΛΦΟΤΗΣ ΝΕΩΝ ΘΕΣ/ΝΙΚΗΣ  (ΧΑΝΘ)",,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΑΕΚΒΟΝΤΟ ΜΕΝΕΜΕΝΗΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,Θεσσαλονίκη,Κέντρο,Αθλητισμός,Κολύμβηση,,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ TAEKWON-DO ΑΛΜΠΑΤΡΟΣ ΘΕΣ/ΝΙΚΗΣ,Θεσσαλονίκη,Κέντρο,Αθλητισμός,Handball,,,,,,,,,,,,,,,,,,
Α.Σ. ΤΑΕΚΒΟΝΤΟ ΜΕΝΕΜΕΝΗΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,Θεσσαλονίκη,Κέντρο,Αθλητισμός,Judo,,,,,,,,,,,,,,,,,,
Α.Σ. TAEKWON-DO ΑΛΜΠΑΤΡΟΣ ΘΕΣ/ΝΙΚΗΣ,Αθήνα,Κερατέας,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
Α.Σ ΚΕΝΤΑΥΡΟΣ Φωτόπουλος Μάκης,Αθήνα,ΚΕΡΑΤΣΙΝΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Mushindokan Dojo,Αθήνα,ΚΕΡΑΤΣΙΝΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
Α.Σ. ΠΗΛΕΑΣ,Αθήνα,ΚΕΡΑΤΣΙΝΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
MIRMIDON FIGHTERS,Αθήνα,ΚΕΡΑΤΣΙΝΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Kritikos Camp,Αθήνα,ΚΕΡΑΤΣΙΝΙ,Αθλητισμός,Volley,,,,, ΚΑΠΟΔΙΣΤΡΙΟΥ 16,,,,,,,,,,,,,Αθλητικός Σύλλογος
SHIDOKAN SHIRASAGI DOJO ATHENS,Αθήνα,ΚΕΡΑΤΣΙΝΙ,Κλειστού Χώρου,,,https://www.facebook.com/silvereightstudio?fref=ts,http://www.silvereight.gr/,,Βασίλειου Μέλετη 5,18757,,info@silvereight.gr,,,,,,,,wefit.gr,,
ΑΟ Κωφών,Αθήνα,ΚΕΡΑΤΣΙΝΙ,Πολεμικές τέχνες,Karate,,https://www.facebook.com/pages/Jama-shotokan-karate-peraus-/875791719100164?fref=ts,http://jamabox.gr/,,Ακροπόλεως 49,18758,,,,,,,,,,wefit.gr,,
ΑΠΣ Πήγασος,Αθήνα,ΚΕΡΑΤΣΙΝΙ,Κλειστού Χώρου,YOGA,,https://www.facebook.com/NAVASANA,http://navasana.gr/,,Πάναγνη Τσαλδάρη 58,18757,,,,,,,,,,wefit.gr,,
ΓΣ Αρίων Αγίου Αρτεμίου,Αθήνα,ΚΕΡΑΤΣΙΝΙ,Πολεμικές τέχνες,,,https://www.facebook.com/pages/%CE%91%CE%B8%CE%BB%CE%B7%CF%84%CE%B9%CE%BA%CE%BF%CF%82-%CE%A3%CF%85%CE%BB%CE%BB%CE%BF%CE%B3%CE%BF%CF%82-%CE%9A%CE%B1%CF%81%CE%B1%CF%84%CE%B5-%CE%9A%CE%B5%CF%81%CE%B1%CF%84%CF%83%CE%B9%CE%BD%CE%B9%CE%BF%CF%85-%CE%9D%CE%B7%CF%83%CE%B9%CE%B6%CE%B1/288968941228360,,,Αντώνιου Γιαννούρη 1,18758,,,,,,,,,,wefit.gr,,Αθλητικός Σύλλογος
ΓΣ Εθνικός,Αθήνα,ΚΕΡΑΤΣΙΝΙ,Κλειστού Χώρου,,,https://www.facebook.com/pages/Marilys-Fitness/107725132671970?fref=ts,http://www.marilysfitness.gr/,,Ρήγα Φεραίου 75,18758,,,,,,,,,,wefit.gr,,
Α.Ε. ΑΓ. ΝΙΚΟΛΑΟΣ ΜΗΧΑΝΙΩΝΑΣ,Αθήνα,ΚΕΡΑΤΣΙΝΙ,Κλειστού Χώρου,,,https://www.facebook.com/CurvesGR,http://www.curves.gr/,,Γρ. Λαμπράκη 417,18757,,mchrysanthou@curves.com,,,,,,,,wefit.gr,,
Α.Σ. ΠΟΣΕΙΔΩΝ ΜΗΧΑΝΙΩΝΑΣ,Αθήνα,ΚΕΡΑΤΣΙΝΙ,Πολεμικές τέχνες,,,https://www.facebook.com/yingjowpaigreece/timeline,http://www.kungfu.com.gr/index.php,,Γρηγορίου Λαμπράκη 415,18757,,sifuvasilakis@yahoo.gr,,,,,,,,wefit.gr,,
Dojo,Αθήνα,ΚΕΡΑΤΣΙΝΙ,Πολεμικές τέχνες,,,https://www.facebook.com/george.sene.1,https://www.facebook.com/pages/Lions-Camp-Muay-Thai-School/161875777285884?sk=timeline,,Γρηγορίου Λαμπράκη 401,18755,,,,,,,,,,wefit.gr,,
ΜΟΝΑΣΤΗΡΑΚΙ DOJO,Αθήνα,ΚΕΡΑΤΣΙΝΙ,Κλειστού Χώρου,,,https://www.facebook.com/JoeWeiderGyms,http://www.joegyms.gr/,,Λ.ΔΗΜΟΚΡΑΤΙΑΣ 17,18756,,,,,,,,,,wefit.gr,,
AIKIDO DOJO TOKAIDO,Αθήνα,ΚΕΡΑΤΣΙΝΙ,Κλειστού Χώρου,,,https://www.facebook.com/GymRoyale?fref=ts,http://gymroyale.gr/,,Γρηγορίου Λαμπράκη 337,18757,,,,,,,,,,wefit.gr,,
CHOROS CENTER,Αθήνα,ΚΕΡΑΤΣΙΝΙ,Πολεμικές τέχνες,Tae Kwon Do,,www.facebook.com/ags.keratsiniou?lst=1386950119%3A100000787778707%3A1507531761,www.taekwondo-keratsini.gr,https://www.polemikes-tehnes.gr/pics/logos/b/2017999588730.jpg,,,210 4010027, pstkd@hotmail.com,,,,,,,,Polemikes-technes.gr,,Γυμναστικός Αθλητικός Σύλλογος
Α.Σ. ΠΡΟΜΗΘΕΑΣ ΜΟΣΧΑΤΟΥ ΑΤΤΙΚΗΣ & Δ.Τ. ΑΣ ΠΡΟΜΗΘΕΑΣ ΜΟΣΧΑΤΟΥ,Αθήνα,ΚΕΡΑΤΣΙΝΙ,Πολεμικές τέχνες,,,www.facebook.com/yingjowpaigreece,www.yingjowpai.gr,https://www.polemikes-tehnes.gr/pics/logos/b/201497184840520.jpg,,,2104111021, sifuvasilakis@yahoo.gr,,,,,,,,Polemikes-technes.gr,,
Cuerpo,Αθήνα,ΚΕΡΑΤΣΙΝΙ,Πολεμικές τέχνες,Tae Kwon Do,,www.facebook.com/profile.php?id=100003284968812,,https://www.polemikes-tehnes.gr/pics/logos/b/2014115152553562.jpg,,,210 40 82 886  , iantkd@yahoo.gr,,,,,,,,Polemikes-technes.gr,,
Νέοι Βύρωνος,Αθήνα,ΚΕΡΑΤΣΙΝΙ,Πολεμικές τέχνες,Tae Kwon Do,,https://www.facebook.com/Keumgang-Taekwondo-1920408354845256/?fref=ts,www.keumgang-tkd.gr,http://www.fightsports.gr/wp-content/uploads/2016/04/A.s.-Keumgang-logo.jpg,,,210 40 82 886,iantkd@yahoo.gr,,,,,,,,fightsports.gr,6947 153 321,Αθλητικός Σύλλογος
Curves Νέα Ερυθραία,Αθήνα,ΚΗΠΟΥΠΟΛΗ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
Kenwakai,Αθήνα,Κηφισιά,Πολεμικές τέχνες,,,https://www.facebook.com/pages/Triantafyllis-Kifissia-NORTH-Team/724588277615104?fref=ts,,,Πηγών & Ερυμάνθου 17ο χλμ εθνικής οδού,14564,,Triantafyllis@gmail.com,,,,,,,,wefit.gr,,
Α.Σ. ΙΩΝΕΣ ΗΡΑΚΛΕΙΟΥ ΑΤΤΙΚΗΣ,Αθήνα,Κηφισιά,Κλειστού Χώρου,PILATES,,https://www.facebook.com/pilateskifissia,http://www.pilateskifissia.gr/index.php?option=com_content&view=frontpage&Itemid=1,,Χελιδονούς 20Α,14564,,,,,,,,,,wefit.gr,,
Α.Γ.Σ. ΤΑΕΚΒΟΝΤΟ  Η ΟΡΜΗ ΗΡΑΚΛΕΙΟΥ ΑΤΤΙΚΗΣ,Αθήνα,Κηφισιά,Πολεμικές τέχνες,,,https://www.facebook.com/shiaiclub/timeline,,,Μάρκου Mπότσαρη 30,14561,,shiaiclub@gmail.com,,,,,,,,wefit.gr,,
Martial Arts Club,Αθήνα,Κοκκινιάς Αμαρουσίου,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,Αθλητικός Όμιλος
Α.Ο. ΜΠΑΛΙΟΣ,Αθήνα,Κοκκινιάς Αμαρουσίου,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Studio Pilates by Georgia,Αθήνα,Κολωνάκι,Κλειστού Χώρου,,,,http://www.maragym.gr/,,Υψηλάντου 13-15,10675,,info@maragym.gr,,,,,,,,wefit.gr,,
Champion Fitness Gym,Αθήνα,Κολωνάκι,Κλειστού Χώρου,YOGA,,https://www.facebook.com/pages/Ananea-PilatesYoga-Kolonaki/666494490035838?fref=ts,http://ananeapilates.gr/,,Κλεομένους 2,10675,,,,,,,,,,wefit.gr,,
ileana's pilates house,Αθήνα,Κολωνάκι,Κλειστού Χώρου,PILATES,,http://www.facebook.com/alma.pilates.5?ref=br_rs,http://www.almapilates.gr/,,Καρνεάδου 12,10675,,info@almapilates.gr,,,,,,,,wefit.gr,,
Α.Σ. ΠΥΡΣΟΣ,Αθήνα,Κολωνάκι,Κλειστού Χώρου,,,http://www.facebook.com/pages/Doo-be-bop/688971794466170,http://www.doobebop.gr/,,Ομήρου 66,10672,,info@doobebop.gr,,,,,,,,wefit.gr,,
KENWAKAI AIKIDO DOJO,Αθήνα,Κολωνάκι,Κλειστού Χώρου,,,http://www.facebook.com/lmgym,http://www.lmgym.gr/,,Πλατεία Κολωνακίου 20,10674,,info@imgym.gr,,,,,,,,wefit.gr,,
Α.Σ. ΤΑΪ ΤΣΙ ΤΣΟΥΑΝ ΑΘΗΝΑΣ,Αθήνα,ΚΟΛΩΝΟΣ,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,,
MARTIAL ARTS CLUB – ΝΕΟ ΗΡΑΚΛΕΙΟ,Αθήνα,ΚΟΛΩΝΟΣ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
FURYU DOJO ATHENS,,Κομμένο Μπεντένι,Πολεμικές τέχνες,Karate,,www.facebook.com/groups/365458079743/?fref=ts,www.satori-shotokan.gr,https://www.polemikes-tehnes.gr/pics/logos/b/7.jpg,,,2810262325 , info@satori-shotokan.gr,,,,,,,,Polemikes-technes.gr,,
Zan Shin Dojo,Θεσσαλονίκη,Ελευθέριο Κορδελιό,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Α.Γ.Σ. ΙΩΝΕΣ Ν. ΙΩΝΙΑΣ ΑΤΤΙΚΗΣ,Θεσσαλονίκη,Ελευθέριο Κορδελιό,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Α.Σ. ΤΑΕΚΒΟΝΤΟ Ν. ΙΩΝΙΑΣ,Αθήνα,ΚΟΡΥΔΑΛΛΟΣ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,
Caestus gym,Αθήνα,ΚΟΡΥΔΑΛΛΟΣ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
ΑΙΟΛΟΣ,Αθήνα,ΚΟΡΥΔΑΛΛΟΣ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
ΑΘΛΗΤΙΚΟΣ   ΓΥΜΝΑΣΤΙΚΟΣ ΟΜΙΛΟΣ ΠΟΣΕΙΔΩΝ  Ν. ΣΜΥΡΝΗΣ,Αθήνα,ΚΟΡΥΔΑΛΛΟΣ,Πολεμικές τέχνες,Karate,,https://www.facebook.com/%CE%91%CE%A3%CE%A0%CE%B1%CF%81%CE%B8%CE%B5%CE%BD%CF%89%CE%BD-%CE%9A%CE%BF%CF%81%CF%85%CE%B4%CE%B1%CE%BB%CE%BB%CE%BF%CF%8D-SKIF-526846907651194/,,http://www.fightsports.gr/wp-content/uploads/2018/02/parthenon-koridallou-logo.jpg,,,2114 082 415,ninapri40@gmail.com,,,,,,,,fightsports.gr,6907 011 607,Αθλητικός Σύλλογος
Α.Σ. ΦΙΛΩΝ ΤΑΕΚΒΟΝΤΟ «Η ΝΕΑ ΣΜΥΡΝΗ»,Αθήνα,ΚΟΡΥΔΑΛΛΟΣ,Πολεμικές τέχνες,Kick Boxing,,https://www.facebook.com/nikos.filis.52,www.filisgym.gr,http://www.fightsports.gr/wp-content/uploads/2018/01/filis-gym-logo-new.jpg,,,2155 455 005,nfilisgym@yahoo.gr,,,,,,,,fightsports.gr,6980 418 520 - 6949 848 900,
ACE fitness,Αθήνα,ΚΟΡΩΠΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
Cross Training Club,Αθήνα,ΚΟΡΩΠΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
HERMES CLUB,Αθήνα,ΚΟΡΩΠΙ,Κλειστού Χώρου,,,https://www.facebook.com/CurvesGR,http://www.curves.gr/,,Αντωνίου Κιούση 1,19400,,mchrysanthou@curves.com,,,,,,,,wefit.gr,,
ACE fitness,Αθήνα,ΚΟΡΩΠΙ,Πολεμικές τέχνες,,,www.facebook.com/pages/%CE%91%CE%B8%CE%BB%CE%B7%CF%84%CE%B9%CE%BA%CF%8C%CF%82-%CF%8C%CE%BC%CE%B9%CE%BB%CE%BF%CF%82-%CE%B4%CF%85%CE%BD%CE%B1%CE%BC%CE%B9%CE%BA%CE%AE%CF%82-%CE%B1%CF%85%CF%84%CE%BF%CE%AC%CE%BC%CF%85%CE%BD%CE%B1%CF%82/252539904861193,www.dsdathens.gr,https://www.polemikes-tehnes.gr/pics/logos/b/2013930141631421.jpg,,,, sm@dsdathens.gr,,,,,,,,Polemikes-technes.gr,,
Body & Soul,Αθήνα,ΚΟΡΩΠΙ,Πολεμικές τέχνες,Kick Boxing,,https://www.facebook.com/pyrsosfightteam/,,http://www.fightsports.gr/wp-content/uploads/2017/06/pyrsos-fight-team-logo.jpg,,,2155 201 707,ellinikospyrsos@yahoo.gr,,,,,,,,fightsports.gr,6977 564 539,
"Α.Ο. ΝΕΑΣ ΣΜΥΡΝΗΣ ""Ο ΜΙΛΩΝ""",Αθήνα,Κουκάκι,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,,
Martial Arts Foundation (AWA member),Αθήνα,Κουκάκι,Πολεμικές τέχνες,,,www.facebook.com/4el.gr,4el.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/201683123051634.jpg,,,, info@4el.gr,,,,,,,,Polemikes-technes.gr,,
ΣΥΛΛΟΓΟΣ   ΓΥΜΝΑΣΤΙΚΗΣ  TAE KWON DO  ΝΕΟΥ ΨΥΧΙΚΟΥ,Θεσσαλονίκη,ΚΟΥΦΑΛΙΑ,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
ΑΣ Τυφών,Θεσσαλονίκη,ΚΟΥΦΑΛΙΑ,Αθλητισμός,Στίβος,,,,,,,,,,,,,,,,,,Αθλητικός Όμιλος
Α.Ο. SPARTACUS - ΝEA ΠΟΛΙΤΕΙΑ,Θεσσαλονίκη,ΚΟΥΦΑΛΙΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
ΔΗΜΟΣ ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ-ΧΑΛΚΗΔΟΝΑΣ,Θεσσαλονίκη,ΚΟΥΦΑΛΙΑ,Αθλητισμός,Volley,,,,,,,,,,,,,,,1980,,,Γυμναστικός Αθλητικός Σύλλογος
ΑΟΝΝΝΕ Αμαζόνες,Αθήνα,Κρυονέρι,Πολεμικές τέχνες,,,https://www.facebook.com/aiantas2005,,,Λεωφόρος Κρυονερίου 53,14568,,atzitioz@hotmail.com,,,,,,,,wefit.gr,,
Πανερυθραϊκός ΑΣ,Θεσσαλονίκη,Κύμινα,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Healthcure,Αθήνα,Κυψέλη,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,,
PLANET FITNESS AND MORE,Αθήνα,Κυψέλη,Κλειστού Χώρου,,,https://www.facebook.com/GymGolden,http://www.golden-gym.gr/Kypseli/,,Κυψέλης 32,11362,,,,,,,,,,wefit.gr,,
Social Arenas Nea Erythraia,Αθήνα,Κυψέλη,Πολεμικές τέχνες,Aikido,,www.facebook.com/pages/Sei-ki-dojo/539600529394720,sei-ki-dojo8.webnode.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/2014022112056936.jpg,,,, kglouftsios@yahoo.gr,,,,,,,,Polemikes-technes.gr,,
Viper Fight Club,Αθήνα,Κυψέλη,Πολεμικές τέχνες,Karate,,www.facebook.com/fudokankarateshotokanhellas.karate,fudokan-karate.lostattic.com,https://www.polemikes-tehnes.gr/pics/logos/b/56.jpg,,,210-9753442, praxadros@yahoo.com,,,,,,,,Polemikes-technes.gr,,
Golden Gym Νέα ιωνία,Αθήνα,Κυψέλη,Πολεμικές τέχνες,Boxing,,https://www.facebook.com/groups/414507285283322/,,http://www.fightsports.gr/wp-content/uploads/2016/04/pontika-nazarenko-team-logo.jpg,,,,natassapontika@yahoo.gr,,,,,,,,fightsports.gr,6991 010 264,Γυμναστικός Αθλητικός Σύλλογος
Ο.Φ.Ν.Ι. ΠΟΔΗΛΑΣΙΑ,Θεσσαλονίκη,Λαγκαδάς,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,
Α.Σ.Π. ΙΩΝΕΣ,Θεσσαλονίκη,Λαγκαδάς,Αθλητισμός,Στίβος,,,,,,,  6936 521537,,,,,,,,,,,Αθλητικός Σύλλογος
Α.Γ.Σ. ΙΩΝΕΣ,Αθήνα,ΛΑΓΟΝΗΣΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Α.Σ.Ατλας Aikido Zanshin Dojo,Αθήνα,ΛΑΓΟΝΗΣΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Όμιλος
Α.Σ.Taekwondo Νέας Ιωνίας (ΚΑΚΑΡΕΛΗ),Αθήνα,ΛΑΓΟΝΗΣΙ,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,Αθλητικός Όμιλος
Α.Σ. ΕΘΝΙΚΟΣ 95 TAEKWONDO ΠΑΛΑΤΙΑΝΗΣ (ΙΛΙΟΝ),Αθήνα,ΛΑΓΟΝΗΣΙ,Θάλασσα,ΚΑΤΑΔΥΤΙΚΑ ΚΕΝΤΡΑ,,https://www.facebook.com/pages/Athina-Diving-Center/164598096962625,http://www.athinadiving.gr/,,Λεωφόρος Αθηνών Σούνιου 38ο Χλμ,19010,,info@athinadiving.gr,,,,,,,,wefit.gr,,
Curves Νέα Μάκρη,Αθήνα,ΛΑΜΠΡΙΝΗ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Social Arenas,,ΛΑΜΠΡΙΝΗ,Πολεμικές τέχνες,,,www.facebook.com/streetdefenceclub/,www.streetdefenceclub.com,https://www.polemikes-tehnes.gr/pics/logos/b/201681412194297.jpg,,,, streetdefenceclub@gmail.com,,,,,,,,Polemikes-technes.gr,,
MVS Tennis Systems,,ΛΑΜΠΡΙΝΗ,Πολεμικές τέχνες,,,www.facebook.com/pages/Doce-Pares-Hellas/154961167923915,www.eskrima-hellas.gr,https://www.polemikes-tehnes.gr/pics/logos/b/2016729143636959.jpeg,,,, nikolaos_karakizis@yahoo.com,,,,,,,,Polemikes-technes.gr,,
TITANS FIGHTERS,Αθήνα,Λαύριο,Θάλασσα,ΚΑΤΑΔΥΤΙΚΑ ΚΕΝΤΡΑ,,https://www.facebook.com/planetbluedivingcenter?fref=ts,http://www.planetblue.gr/content/index.php?option=com_content&view=frontpage&Itemid=57,,Πέρδικας 1,19500,,info@planetblue.gr,,,,,,,,wefit.gr,,
FUDOSHIN DOJO- ΝΕΑ ΣΜΥΡΝΗ,Αθήνα,Λύκειο Μελισσίων,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,
Curves Νέα Σμύρνη,Αθήνα,Λύκειο Μελισσίων,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,
TAI CHI CHUAN ΝΕΑΣ ΣΜΥΡΝΗΣ,Αθήνα,ΛΥΚΟΒΡΥΣΗ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Α.Σ. Κυναίγειρος,Αθήνα,ΛΥΚΟΒΡΥΣΗ,Κλειστού Χώρου,CROSS FIT,,https://www.facebook.com/workboxlikovrisi/timeline,http://workbox.gr/,,Γρ. Λαμπράκη 34,14123,,,,,,,,,,wefit.gr,,
Α.Σ. ΑΙΓΕΑΣ,Αθήνα,ΛΥΚΟΒΡΥΣΗ,Πολεμικές τέχνες,Aikido,,https://www.facebook.com/pages/Lykovrisi-dojo-Kodokan-Aikido/187074721314357?sk=photos_stream,http://www.aikidoarts.gr/,,Σοφοκλή Βενιζέλου & Χανίων 1,14123,,haakodokan@hotmail.com,,,,,,,,wefit.gr,,
Muaythai Νέα Σμύρνη (Blue Dragon Team),Αθήνα,ΛΥΚΟΒΡΥΣΗ,Κλειστού Χώρου,,,https://www.facebook.com/BTSPEFKIS,,,Λ. Αμαρουσίου 58,14123,,c.basdekis@hotmail.com,,,,,,,,wefit.gr,,
Legacy Fight Club,Αθήνα,ΛΥΚΟΒΡΥΣΗ,Πολεμικές τέχνες,,,https://www.facebook.com/pages/Royal-Kick-Boxing-Muay-Thai-Academy/887019848024346,,,Σοφοκλή Bενιζέλου & Χανίων 1,14123,,,,,,,,,,wefit.gr,,
ΔΗΜΟΣ ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ-ΧΑΛΚΗΔΟΝΑΣ,Αθήνα,ΛΥΚΟΒΡΥΣΗ,Πολεμικές τέχνες,Aikido,,www.facebook.com/aikidoarts.gr,www.aikidoarts.gr,https://www.polemikes-tehnes.gr/pics/logos/b/2015829102914389.jpg,,,, haakodokan@hotmail.com ,,,,,,,,Polemikes-technes.gr,,
Curves Νέα Φιλαδέλφεια,Αθήνα,ΛΥΚΟΒΡΥΣΗ,Πολεμικές τέχνες,Kick Boxing,,https://www.facebook.com/Royal-Kick-Boxing-Muay-Thai-Academy-Mogadam-team-887019848024346/?fref=ts,,http://www.fightsports.gr/wp-content/uploads/2016/07/13815020_10209893914373971_792448245_n.jpg,,,,,,,,,,,,fightsports.gr,6951 864 399,
Α.Ο. ΟΔΥΣΣΕΑΣ ΧΑΛΑΝΔΡΙΟΥ,Θεσσαλονίκη,Μάλγαρα,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
Wu Yongchunquan Academy-Foshan WingChun,Αθήνα,ΜΑΝΔΡΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
ΑΚΑΔΗΜΙΑ ΕΞΕΛΙΓΜΕΝΩΝ ΜΑΧΗΤΙΚΩΝ ΤΕΧΝΩΝ,Αθήνα,ΜΑΝΔΡΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Α.Π.Σ. ΜΑΚΕΔΟΝΙΚΟΣ ΝΕΑΠΟΛΗΣ,Αθήνα,ΜΑΡΚΟΠΟΥΛΟ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Σ.Α.Π.Κ. ΝΕΑΠΟΛΗΣ,Αθήνα,ΜΑΡΚΟΠΟΥΛΟ,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,Αθλητικός Όμιλος
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΝΕΑΠΟΛΗΣ ΜΑΚΕΔΟΝΙΚΗ ΔΥΝΑΜΗ,Αθήνα,ΜΑΡΚΟΠΟΥΛΟ,Πολεμικές τέχνες,Tae Kwon Do,,www.facebook.com/ilias.kolovos.10,www.dunamimarkopoulou.com/,https://www.polemikes-tehnes.gr/pics/logos/b/201799153916661.jpg,,,229 9112804, tkd_kolobos1970@yahoo.gr,,,,,,,,Polemikes-technes.gr,,Αθλητικός Σύλλογος
Α.Σ. ΝΕΑΠΟΛΗΣ ΜΑΚΕΔΟΝΙΚΗ ΔΥΝΑΜΗ,Αθήνα,ΜΑΡΚΟΠΟΥΛΟ,Πολεμικές τέχνες,Judo,,https://www.facebook.com/ilias.kolovos.10,,http://www.fightsports.gr/wp-content/uploads/2017/11/dinami-markopoulo-logo.jpg,,,2299 112 804,,,,,,,,,fightsports.gr,6946 225 909,
Α.Σ. ΦΑΕΘΩΝ ΘΕΣΣΑΛΟΝΙΚΗΣ,Αθήνα,ΜΑΡΟΥΣΙ,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,,
"ΑΟ ""Ίσιδα - Δίας"" Νέας Μάκρης",Αθήνα,ΜΑΡΟΥΣΙ,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,,
ΕΣ Νέας Μάκρης,Αθήνα,ΜΑΡΟΥΣΙ,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,,
Α.Σ. Πάνθηρες,Αθήνα,ΜΑΡΟΥΣΙ,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,,
