School,City,Perioxi,Category,Subcategory,Organization,Facebook,Website,Logo,Address,TK,Phone,email,Courses,Place,Rensponsible,Description,Verified,map block field,έτος ίδρυσης,data origin,mobile
"ΑΘΛΗΤΙΚΟ
  ΣΩΜΑΤΕΙΟ ΑΡΙΩΝ",Θεσσαλονίκη,ΦΑΛΗΡΟ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟ
  ΣΩΜΑΤΕΙΟ ΕΡΜΗΣ ΠΕΡΑΜΑΤΟΣ",Αθήνα,ΠΕΡΑΜΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟ
  ΣΩΜΑΤΕΙΟ ΤΑΕΚΒΟΝΤΟ ΣΑΡΙΣΑ",Θεσσαλονίκη,ΤΡΙΑΝΔΡΙΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟ ΚΕΝΤΡΟ SHOTOKAN KARATE ΧΙΟΥ,Χίος,,Πολεμικές τέχνες,Karate,,www.facebook.com/profile.php?id=100007326557014,skchios.wordpress.com/,https://www.polemikes-tehnes.gr/pics/logos/b/2015916133020503.jpg,,,22710 20789, shkchios@gmail.com ,,,,,,,,Polemikes-technes.gr,
ΑΘΛΗΤΙΚΟ ΚΕΝΤΡΟ TAΕΚΒΟΝΤΟ ΚΑΤΩ ΤΟΥΜΠΑΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,Θεσσαλονίκη,Κ.Τούμπα,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟ ΚΕΝΤΡΟ ΕΥΚΑΡΠΙΑΣ ΑΘΛΗΣΙΣ,Θεσσαλονίκη,ΕΥΚΑΡΠΙΑ,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟ ΚΕΝΤΡΟ ΖΩΓΡΑΦΟΥ,Αθήνα,ΖΩΓΡΑΦΟΥ,Αθλητισμός,Τένις,,,,,,,"210 7702877
210 7776832",,,,κ.ΡΗΓΑΣ,,,,,http://www.iaenosi.gr/sillogoi-tennis.html,
ΑΘΛΗΤΙΚΟ ΚΕΝΤΡΟ ΜΠΑΣΔΕΚΗΣ,Αθήνα,ΗΛΙΟΥΠΟΛΗ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/pages/ΑΘΛΗΤΙΚΟ-ΚΕΝΤΡΟ-ΜΠΑΣΔΕΚΗΣ/113772708716086,,,Διγενή 8,16344,,mpasdekis_gym@hotmail.com,,,,,,,,wefit.gr,
Αθλητικό Πάρκο Φωκιανού (Fokianos Sport Park),Αθήνα,Ζάππειο,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/fokianossportspark/timeline,,,Βασ. Όλγας 1,10557,,fokianosevents@gmail.com,,,,,,,,wefit.gr,
ΑΘΛΗΤΙΚΟ ΣΩΜΑΤΕΙΟ  ΜΠΟΥΝΤΟ ΘΕΣΣΑΛΟΝΙΚΗΣ ,Θεσσαλονίκη,ΠΥΛΑΙΑ,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟ ΣΩΜΑΤΕΙΟ  ΤΑΕΚΒΟΝΤΟ ΧΟΥΑΡΑΝΓΚ (ΜΑΧΗΤΕΣ),Θεσσαλονίκη,ΕΥΟΣΜΟΣ,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟ ΣΩΜΑΤΕΙΟ ΑΕΤΟΣ,Θεσσαλονίκη,ΘΕΡΜΗ,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟ ΣΩΜΑΤΕΙΟ ΑΡΙΩΝ,Θεσσαλονίκη,ΦΑΛΗΡΟ,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
ΑΘΛΗΤΙΚΟ ΣΩΜΑΤΕΙΟ ΤΑΕΚΒΟΝΤΟ ΣΑΡΙΣΑ,Θεσσαλονίκη,ΤΡΙΑΝΔΡΙΑ,Αθλητισμός,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
   ΚΑΙ ΕΚΠΟΛΙΤΙΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΟΛΥΜΠΙΑΚΗ ΦΛΟΓΑ",Θεσσαλονίκη,,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
   ΣΥΛΛΟΓΟΣ  ΤΑΛΩΣ ΘΕΣΣΑΛΟΝΙΚΗΣ",Θεσσαλονίκη,,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
   ΣΥΛΛΟΓΟΣ ΤΑΕΚΒΟΝΤΟ ΑΣΤΕΡΑΣ ΠΕΥΚΩΝ",Θεσσαλονίκη,ΔΗΜΟΣ ΠΕΥΚΩΝ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΓΥΜΝΑΣΤΙΚΟΣ ΟΜΙΛΟΣ ΠΟΣΕΙΔΩΝ  Ν. ΣΜΥΡΝΗΣ",Αθήνα,Ν. ΣΜΥΡΝΗ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΓΥΜΝΑΣΤΙΚΟΣ ΠΟΛΙΤΙΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΚΑΛΑΜΑΡΙΑΣ Ο ΙΑΣΩΝ",Θεσσαλονίκη,ΚΑΛΑΜΑΡΙΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΓΥΜΝΑΣΤΙΚΟΣ ΣΥΛΛΛΟΓΟΣ ΑΜΙΛΛΑ ΙΛΙΟΥ ΑΤΤΙΚΗΣ",Αθήνα,ΙΛΙΟΝ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΓΥΜΝΑΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ «ΠΟΛΥΝΙΚΗΣ» ΩΡΑΙΟΚΑΣΤΡΟΥ",Θεσσαλονίκη,ΩΡΑΙΟΚΑΣΤΡΟ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΓΥΜΝΑΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ (Α.Γ.Σ.) ΑΛΚΗ",Αθήνα,ΑΓ. ΔΗΜΗΤΡΙΟΣ-main,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΓΥΜΝΑΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ (Α.Γ.Σ.) ΕΛΛΗΝΩΝ ΡΩΜΗ",Αθήνα,ΓΛΥΦΑΔΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΓΥΜΝΑΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ (Α.Γ.Σ.) Η ΟΛΥΜΠΙΑΔΑ",Αθήνα,,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΓΥΜΝΑΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ (Α.Γ.Σ.) ΜΥΡΜΙΔΟΝΕΣ ΠΕΙΡΑΙΑ",Αθήνα,ΠΕΙΡΑΙΑΣ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΓΥΜΝΑΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ (Α.Γ.Σ.) ΠΡΩΤΟΠΟΡΟΣ",Αθήνα,Π. ΦΑΛΗΡΟ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΓΥΜΝΑΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ TAEKWONDO ΔΡΑΠΕΤΣΩΝΑΣ",Αθήνα,ΚΕΡΑΤΣΙΝΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΓΥΜΝΑΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΓΑΛΑΞΙΑΣ",Αθήνα,ΚΗΠΟΥΠΟΛΗ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΓΥΜΝΑΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΗΡΑΚΛΗΣ ΑΝΩ ΤΟΥΜΠΑΣ",Θεσσαλονίκη,Ανω Τούμπα,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΓΥΜΝΑΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΙΩΝΕΣ Ν. ΙΩΝΙΑΣ ΑΤΤΙΚΗΣ",Αθήνα,Ν. Ιωνια,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΓΥΜΝΑΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΚΟΡΩΠΙΟΥ – ΕΛΛΗΝΙΚΟΣ ΠΥΡΣΟΣ",Αθήνα,ΚΟΡΩΠΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΓΥΜΝΑΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΚΟΡΩΠΙΟΥ ΑΚΑΔΗΜΙΑ TAEKWONDO",Αθήνα,ΚΟΡΩΠΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΓΥΜΝΑΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΠΑΛΜΟΣ",Αθήνα,ΒΥΡΩΝΑΣ-main,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΓΥΜΝΑΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΑΕΚΒΟΝΤΟ  Η ΟΡΜΗ ΗΡΑΚΛΕΙΟΥ ΑΤΤΙΚΗΣ",Αθήνα,Ν. ΗΡΑΚΛΕΙΟ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΓΥΜΝΑΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΑΕΚΒΟΝΤΟ  ΚΥΜΙΝΩΝ – ΝΕΩΝ ΜΑΛΓΑΡΩΝ ΑΝΑΓΕΝΝΗΣΗ",Θεσσαλονίκη,,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΓΥΜΝΑΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΑΕΚΒΟΝΤΟ (TAEKWONDO) ΕΛΕΥΣΙΝΑΣ",Αθήνα,ΕΛΕΥΣΙΝΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΓΥΜΝΑΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΑΕΚΒΟΝΤΟ ΖΩΓΡΑΦΟΥ",Αθήνα,ΙΛΙΣΙΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΓΥΜΝΑΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΑΕΚΒΟΝΤΟ ΚΕΡΑΤΣΙΝΙΟΥ",Αθήνα,ΚΕΡΑΤΣΙΝΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΓΥΜΝΑΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΑΕΚΒΟΝΤΟ ΜΑΧΗΤΕΣ",Θεσσαλονίκη,,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΓΥΜΝΑΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΖΙΤΖΙΦΙΩΝ",Αθήνα,ΚΑΛΛΙΘΕΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΚΟΣΜΟΣ ΚΑΛΑΜΑΡΙΑΣ",Θεσσαλονίκη,ΚΑΛΑΜΑΡΙΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΟΜΙΛΟΣ TAEKWONDO ΓΕΡΑΚΑ",Αθήνα,ΓΕΡΑΚΑΣ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΟΜΙΛΟΣ TAEKWONDO ΧΑΛΑΝΔΡΙΟΥ",Αθήνα,ΧΑΛΑΝΔΡΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΟΜΙΛΟΣ ΑΙΑΝΤΑΣ ΑΣΥΡΜΑΤΟΥ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ",Αθήνα,ΑΓ. ΔΗΜΗΤΡΙΟΣ-main,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΟΜΙΛΟΣ ΓΥΜΝΑΣΤΙΚΗΣ  ΤΑΕΚΒΟΝΤΟ ΠΗΓΑΣΟΣ ΑΝΑΛΗΨΕΩΣ",Θεσσαλονίκη,,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΟΜΙΛΟΣ ΚΑΡΕΑ (Α.Ο.Κ.)",Αθήνα,ΒΥΡΩΝΑΣ-main,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΟΜΙΛΟΣ ΛΑΓΟΝΗΣΙΟΥ",Αθήνα,ΛΑΓΟΝΗΣΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΟΜΙΛΟΣ ΤΑΕΚΒΟΝΤΟ «ΟΛΥΜΠΙΑΚΗ ΦΛΟΓΑ ΑΧΑΡΝΩΝ»",Αθήνα,ΑΧΑΡΝΑΙ-main,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΟΜΙΛΟΣ ΤΙΤΑΝΕΣ ΠΕΡΙΣΤΕΡΙΟΥ",Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΠΟΛΙΤΙΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΕΛΕΥΘΕΡΟΣ",Αθήνα,ΠΕΙΡΑΙΑΣ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΠΟΛΙΤΙΣΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΝΕΥΤΩΝ",Αθήνα,Π. ΦΑΛΗΡΟ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΛΟΓΟΣ ΑΓΧΕΜΑΧΟΣ ΧΑΛΑΝΔΡΙΟΥ",Αθήνα,ΧΑΛΑΝΔΡΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΛΟΓΟΣ ΙΩΝΕΣ ΗΡΑΚΛΕΙΟΥ ΑΤΤΙΚΗΣ",Αθήνα,Ν. ΗΡΑΚΛΕΙΟ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΛΟΓΟΣ ΤΑΕΚΒΟΝΤΟ ΑΝΑΤΟΛΙΚΟΣ ΠΥΛΑΙΑΣ",Θεσσαλονίκη,ΠΥΛΑΙΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ  ΕΛΠΙΔΕΣ ΚΑΙΣΑΡΙΑΝΗΣ",Αθήνα,ΚΑΙΣΑΡΙΑΝΗ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ  ΚΕΡΑΥΝΟΣ ΑΧΑΡΝΩΝ",Αθήνα,ΑΧΑΡΝΑΙ-main,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ  ΤΑΕΚΒΟΝΤΟ ΝΙΚΟΠΟΛΗΣ «ΟΔΥΣΣΕΑΣ»",Θεσσαλονίκη,,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ  ΩΡΙΩΝ",Αθήνα,ΑΛΙΜΟΣ-main,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ – ΟΛΥΜΠΙΑΚΟ ΑΓΩΝΙΣΤΙΚΟ ΤΑΕΚΒΟΝΤΟ ΣΑΛΑΜΙΝΑΣ",Αθήνα,ΣΑΛΑΜΙΝΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ «ΓΕΡΑΚΑΣ»",Αθήνα,ΓΕΡΑΚΑΣ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ (Α.Σ.) ΚΙΟΝΓΚ ΧΙ",Αθήνα,ΓΚΥΖΗ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ (Α.Σ.) ΚΙΟΝΓΚ ΧΙ ΓΕΡΑΚΑ",Αθήνα,ΓΕΡΑΚΑΣ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ TAE-KWON-DO ΕΛΠΙΔΟΣ ΠΟΛΙΧΝΗΣ",Θεσσαλονίκη,ΠΟΛΙΧΝΗ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ TAEKWON-DO ΑΛΜΠΑΤΡΟΣ ΘΕΣ/ΝΙΚΗΣ",Θεσσαλονίκη,ΜΕΝΕΜΕΝΗ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ TAEKWON-DO ΚΡΟΝΟΣ ΠΕΡΙΣΤΕΡΙΟΥ",Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ TAEKWON-DO ΠΕΡΙΣΤΕΡΙΟΥ (Ο ΛΟΦΟΣ)",Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ TAEKWONDO (ΤΑΕΚΒΟΝΤΟ) ΠΑΓΚΡΑΤΙΟΥ",Αθήνα,,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ TAEKWONDO ΑΙΓΑΛΕΩ Ο ΜΕΓΑΣ ΑΛΕΞΑΝΔΡΟΣ",Αθήνα,ΑΙΓΑΛΕΩ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ TAEKWONDO ΑΙΓΕΑΣ ΑΝΩ Ν. ΣΜΥΡΝΗΣ",Αθήνα,ΑΝΩ ΝΕΑ ΣΜΥΡΝΗ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ TAEKWONDO ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ",Θεσσαλονίκη,ΚΟΡΔΕΛΙΟ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ TAEKWONDO ΖΩΓΡΑΦΟΥ",Αθήνα,,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ TAEKWONDO ΚΕΡΑΤΣΙΝΙΟΥ",Αθήνα,ΚΕΡΑΤΣΙΝΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ TAEKWONDO ΜΑΚΕΔΟΝΕΣ ΕΛΕΥΘΕΡΙΟΥ – ΚΟΡΔΕΛΙΟΥ",Θεσσαλονίκη,,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ TAEKWONDO ΝΕΑ ΠΑΙΔΕΙΑ ΧΑΙΔΑΡΙΟΥ",Αθήνα,ΔΑΣΟΣ ΧΑΪΔΑΡΙΟΥ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ TAEKWONDO ΝΕΑ ΦΛΟΓΑ ΠΟΛΙΧΝΗΣ",Θεσσαλονίκη,ΠΟΛΙΧΝΗ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ ΑΘΛΗΣΗ ΝΙΚΑΙΑΣ",Αθήνα,ΝΙΚΑΙΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ ΑΙΑΝΤΑΣ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ ΑΤΤΙΚΗΣ",Αθήνα,ΑΓ. ΔΗΜΗΤΡΙΟΣ-main,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ ΑΙΟΛΟΣ (ΑΘΗΝΑ)",Αθήνα,ΧΑΪΔΑΡΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ ΑΙΟΛΟΣ ΠΥΛΑΙΑΣ",Θεσσαλονίκη,ΠΥΛΑΙΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ ΑΝΩ ΛΙΟΣΙΩΝ ΟΙ ΑΤΡΩΤΟΙ",Αθήνα,ΑΝΩ ΛΙΟΣΙΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ ΑΠΟΣΤΟΛΟΥ ΘΕΟΔΩΡΟΣ",Αθήνα,ΒΛΑΧΙΚΑ ΑΝΑΒΥΣΣΟΥ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ ΑΡΗΣ ΓΛΥΦΑΔΑΣ",Αθήνα,ΓΛΥΚΑ ΝΕΡΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ ΑΡΗΣ ΓΛΥΦΑΔΑΣ",Αθήνα,ΓΛΥΦΑΔΑ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ ΑΡΗΣ ΤΑΕΚΒΟΝΤΟ",Αθήνα,ΑΝΩ ΠΑΤΗΣΙΑ-main,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ ΑΡΧΑΓΓΕΛΟΣ ΜΙΧΑΗΛ ΑΡΓΥΡΟΥΠΟΛΗΣ",Αθήνα,ΑΡΓΥΡΟΥΠΟΛΗ-main,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ ΑΣΠΙΣ  ΕΥΟΣΜΟΥ & δ.τ .»ΑΣ ΑΣΠΙΣ ΕΥΟΣΜΟΥ»",Θεσσαλονίκη,,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ ΑΣΤΕΡΙΩΝ (Α.Σ. ΑΣΤΕΡΙΩΝ)",Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
"ΑΘΛΗΤΙΚΟΣ
  ΣΥΛΛΟΓΟΣ ΑΤΛΑΝΤΑΣ ΠΕΡΙΣΤΕΡΙΟΥ",Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,
